src,sport,dst,dport,fiat_mean,fiat_min,fiat_max,fiat_std,biat_mean,biat_min,biat_max,biat_std,diat_mean,diat_min,diat_max,diat_std,duration,fwin_total,fwin_mean,fwin_min,fwin_max,fwin_std,bwin_total,bwin_mean,bwin_min,bwin_max,bwin_std,dwin_total,dwin_mean,dwin_min,dwin_max,dwin_std,fpnum,bpnum,dpnum,bfpnum_rate,fpnum_s,bpnum_s,dpnum_s,fpl_total,fpl_mean,fpl_min,fpl_max,fpl_std,bpl_total,bpl_mean,bpl_min,bpl_max,bpl_std,dpl_total,dpl_mean,dpl_min,dpl_max,dpl_std,bfpl_rate,fpl_s,bpl_s,dpl_s,fin_cnt,syn_cnt,rst_cnt,pst_cnt,ack_cnt,urg_cnt,cwe_cnt,ece_cnt,fwd_pst_cnt,fwd_urg_cnt,bwd_pst_cnt,bwd_urg_cnt,fp_hdr_len,bp_hdr_len,dp_hdr_len,f_ht_len,b_ht_len,d_ht_len
192.168.1.195,49070,185.244.25.235,6667,0.184729,0.000499,0.921226,0.330521,0.201136,0.000006,0.939715,0.369584,0.092364,0.000006,0.921226,0.25066,1.108472,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.314999,5.412857,11.727856,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,491.667809,583.686372,1075.354181,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,50752,185.244.25.235,6667,0.184729,0.000501,0.948964,0.342301,0.206784,0.000007,0.966202,0.379857,0.092364,0.000007,0.948964,0.258668,1.108472,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.314999,5.412857,11.727856,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,491.667809,583.686372,1075.354181,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,50742,185.244.25.235,6667,0.18473,0.000508,0.946966,0.34153,0.207381,0.000006,0.982442,0.387732,0.092365,0.000006,0.946966,0.258137,1.108481,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.314948,5.412813,11.727761,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,491.663817,583.681633,1075.34545,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,51210,185.244.25.235,6667,0.200219,0.0005,0.874003,0.304229,0.186563,0.000003,0.890991,0.318212,0.092409,0.000003,0.874003,0.228524,1.201415,32022,4574.571429,457,29200,10053.29063,12670,1810,181,11584,3990.218791,44692,3192.285714,181,29200,7772.127319,7,7,14,0.999857,5.826463,5.826463,11.652926,545,77.857143,66,126,20.371048,713,101.857143,66,199,50.49025,1258,89.857143,66,199,40.325209,1.308254,453.631759,593.46687,1047.098629,1,2,0,5,13,0,0,0,2,0,3,0,378,378,756,0.692308,0.529412,0.600954
192.168.1.195,49902,185.244.25.235,6667,0.184853,0.0005,0.963201,0.348666,0.209132,0.000007,0.988935,0.389972,0.092426,0.000007,0.963201,0.26287,1.109218,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.310752,5.409216,11.719968,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,491.33714,583.293816,1074.630956,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52498,185.244.25.235,6667,0.184895,0.003248,0.962955,0.34849,0.209233,0.000006,0.979195,0.385083,0.092447,0.000006,0.962955,0.262797,1.109468,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.30933,5.407997,11.717327,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,491.226426,583.162381,1074.388807,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,53026,185.244.25.235,6667,0.184895,0.0005,0.95821,0.346424,0.209679,0.000006,0.975708,0.383131,0.092447,0.000006,0.95821,0.261372,1.109469,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.309325,5.407992,11.717317,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,491.225983,583.161855,1074.387838,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52592,185.244.25.235,6667,0.184978,0.0005,0.954464,0.344689,0.209583,0.000007,0.974196,0.382448,0.092489,0.000007,0.954464,0.260274,1.10997,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.306477,5.405552,11.712029,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,491.004261,582.898637,1073.902898,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52214,185.244.25.235,6667,0.18502,0.00025,0.950967,0.343112,0.207583,0.000007,0.970446,0.381541,0.09251,0.000007,0.950967,0.259229,1.110218,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.305068,5.404344,11.709412,544,77.714286,66,126,20.352004,646,107.666667,66,199,52.27704,1190,91.538462,66,199,41.319795,1.187498,489.993857,581.867705,1071.861562,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.693578,0.500773,0.589916
192.168.1.195,52070,185.244.25.235,6667,0.185061,0.0005,0.950708,0.343086,0.208983,0.000012,0.975694,0.383506,0.092531,0.000012,0.950708,0.259156,1.110467,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.303654,5.403132,11.706786,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,490.784508,582.637755,1073.422263,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52624,185.244.25.235,6667,0.173527,0.000502,0.965455,0.306837,0.221746,0.000017,0.986935,0.352059,0.092548,0.000017,0.965455,0.239485,1.388313,32968,3663.111111,457,29200,9028.65503,12670,1810,181,11584,3990.218791,45638,2852.375,181,29200,7325.571154,9,7,16,0.777691,6.482688,5.042091,11.524779,692,76.888889,66,126,18.399544,725,103.571429,66,199,49.436416,1417,88.5625,66,199,37.879692,1.047686,498.446676,522.216532,1020.663208,1,2,0,6,15,0,0,0,3,0,3,0,486,378,864,0.701299,0.520661,0.609739
192.168.1.195,49644,185.244.25.235,6667,0.185103,0.000249,0.959454,0.346933,0.207733,0.000007,0.980438,0.386427,0.092551,0.000007,0.959454,0.26177,1.110716,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.302241,5.401921,11.704162,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,490.674484,582.50714,1073.181624,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,49734,185.244.25.235,6667,0.185104,0.0005,0.951709,0.34339,0.207531,0.00025,0.96845,0.380607,0.092552,0.00025,0.951709,0.25943,1.110725,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.30219,5.401877,11.704067,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,490.670508,582.50242,1073.172928,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52244,185.244.25.235,6667,0.185145,0.0005,0.959704,0.347045,0.209682,0.000007,0.977192,0.383878,0.092572,0.000007,0.959704,0.261773,1.110968,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.300812,5.400696,11.701508,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,490.563185,582.37501,1072.938195,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,53214,185.244.25.235,6667,0.185144,0.0005,0.952717,0.343845,0.207083,0.000007,0.968693,0.380926,0.092572,0.000007,0.952717,0.259753,1.110962,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.300846,5.400725,11.701571,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,490.565834,582.378155,1072.943989,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,53220,185.244.25.235,6667,0.185185,0.000499,0.945217,0.340652,0.210074,0.000007,0.965461,0.37793,0.092593,0.000007,0.945217,0.257508,1.111211,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.299434,5.399515,11.698949,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,490.455908,582.247656,1072.703564,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,51718,185.244.25.235,6667,0.185272,0.000499,0.966213,0.350001,0.210081,0.000007,0.981939,0.386059,0.092636,0.000007,0.966213,0.263728,1.111732,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.296482,5.396984,11.693466,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,490.226062,581.974792,1072.200854,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52228,185.244.25.235,6667,0.185311,0.000499,0.965704,0.349719,0.209282,0.000007,0.984439,0.387672,0.092656,0.000007,0.965704,0.263582,1.111966,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.295157,5.395848,11.691005,544,77.714286,66,126,20.352004,646,107.666667,66,199,52.27704,1190,91.538462,66,199,41.319795,1.187498,489.223591,580.953015,1070.176606,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.693578,0.500773,0.589916
192.168.1.195,51134,185.244.25.235,6667,0.185353,0.0005,0.949727,0.342425,0.208133,0.000007,0.995181,0.393667,0.092676,0.000007,0.949727,0.258979,1.112217,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.293736,5.394631,11.688367,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,490.012291,581.721013,1071.733304,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,51752,185.244.25.235,6667,0.185354,0.000498,0.953723,0.344223,0.207787,0.000016,0.972446,0.382436,0.092677,0.000016,0.953723,0.259998,1.112222,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.293708,5.394606,11.688314,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,490.010088,581.718398,1071.728486,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,50228,185.244.25.235,6667,0.185436,0.000512,0.958956,0.346809,0.210031,0.000007,0.989438,0.389956,0.092718,0.000007,0.958956,0.261651,1.112718,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.290902,5.392202,11.683104,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,489.791663,581.459094,1071.250757,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,50236,185.244.25.235,6667,0.185563,0.000499,0.948715,0.341992,0.208932,0.000006,0.988686,0.390092,0.092782,0.000006,0.948715,0.258641,1.113478,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.286608,5.388521,11.675129,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,489.457358,581.062221,1070.519579,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,53254,185.244.25.235,6667,0.185607,0.0005,0.955462,0.344929,0.209179,0.000007,0.972193,0.381633,0.092803,0.000007,0.955462,0.26046,1.11374,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.285129,5.387254,11.672383,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,489.342216,580.92553,1070.267746,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52014,185.244.25.235,6667,0.185811,0.0005,0.963203,0.34842,0.209081,0.000006,0.98269,0.386903,0.092906,0.000006,0.963203,0.262781,1.114966,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.278218,5.38133,11.659548,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,488.804143,580.286753,1069.090896,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,51266,185.244.25.235,6667,0.185978,0.000501,0.949728,0.342465,0.210336,0.000017,0.965699,0.377903,0.092989,0.000017,0.949728,0.258788,1.115965,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.272598,5.376513,11.649111,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,488.366571,579.767287,1068.133858,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,50148,185.244.25.235,6667,0.186064,0.000499,0.964217,0.348702,0.210337,0.000019,0.982456,0.386178,0.093032,0.000019,0.964217,0.263036,1.116485,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.269677,5.374009,11.643686,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,488.139115,579.497261,1067.636376,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,49332,185.244.25.235,6667,0.186144,0.000499,0.949211,0.342064,0.210631,0.000007,0.96645,0.378108,0.093072,0.000007,0.949211,0.258556,1.116964,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.266988,5.371704,11.638692,544,77.714286,66,126,20.352004,646,107.666667,66,199,52.27704,1190,91.538462,66,199,41.319795,1.187498,487.034497,578.353465,1065.387962,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.693578,0.500773,0.589916
192.168.1.195,52076,185.244.25.235,6667,0.186435,0.004247,0.953723,0.343684,0.210981,0.000006,0.974188,0.381757,0.093217,0.000006,0.953723,0.259824,1.118708,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.257218,5.36333,11.620548,544,77.714286,66,126,20.352004,646,107.666667,66,199,52.27704,1190,91.538462,66,199,41.319795,1.187498,486.275239,577.451846,1063.727085,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.693578,0.500773,0.589916
192.168.1.195,52192,185.244.25.235,6667,0.186684,0.0005,0.942219,0.338591,0.206633,0.000006,0.99418,0.393872,0.093342,0.000006,0.942219,0.256638,1.120202,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.248873,5.356177,11.60505,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,486.519396,577.574402,1064.093798,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52520,185.244.25.235,6667,0.186686,0.000501,0.95646,0.344914,0.210182,0.000006,1.011427,0.400725,0.093343,0.000006,0.95646,0.260891,1.120217,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.248789,5.356105,11.604894,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,486.512881,577.566668,1064.079549,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,49982,185.244.25.235,6667,0.186854,0.0005,0.946211,0.340227,0.210133,0.000011,0.962467,0.37643,0.093427,0.000011,0.946211,0.25761,1.121221,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.243194,5.351309,11.594503,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,486.077232,577.049484,1063.126716,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,53182,185.244.25.235,6667,0.186892,0.000499,0.952202,0.342994,0.20983,0.000006,0.970191,0.380348,0.093446,0.000006,0.952202,0.259325,1.121453,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.241902,5.350202,11.592104,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,485.976675,576.930108,1062.906783,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,51738,185.244.25.235,6667,0.186977,0.000249,0.961719,0.34724,0.211684,0.000015,0.979941,0.384277,0.093488,0.000015,0.961719,0.262167,1.121961,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.239076,5.347779,11.586855,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,485.756635,576.668886,1062.425521,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,51160,185.244.25.235,6667,0.18756,0.000499,0.958456,0.345536,0.21353,0.000008,0.975442,0.381158,0.09378,0.000008,0.958456,0.261123,1.125459,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.219685,5.331158,11.550843,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,484.246872,574.876561,1059.123433,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52600,185.244.25.235,6667,0.187851,0.0005,0.96846,0.350294,0.21348,0.000007,0.986438,0.386815,0.093925,0.000007,0.96846,0.264157,1.127205,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.210051,5.3229,11.532951,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,483.496791,573.986098,1057.482889,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52132,185.244.25.235,6667,0.187935,0.0005,0.963951,0.348003,0.21243,0.000007,0.98244,0.385172,0.093967,0.000007,0.963951,0.262733,1.127708,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.207281,5.320526,11.527807,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,483.281133,573.730079,1057.011212,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,48994,185.244.25.235,6667,0.188016,0.0005,0.917962,0.327236,0.204785,0.000006,0.978445,0.386972,0.094008,0.000006,0.917962,0.249445,1.128198,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.204585,5.318215,11.5228,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,483.071234,573.480896,1056.55213,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52252,185.244.25.235,6667,0.188478,0.000499,0.959211,0.345714,0.21153,0.00001,0.990696,0.389759,0.094239,0.00001,0.959211,0.261286,1.13097,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.189377,5.305181,11.494558,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,481.88723,572.075298,1053.962528,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,53258,185.244.25.235,6667,0.189352,0.0005,0.926729,0.330548,0.21098,0.000007,0.976439,0.382909,0.094676,0.000007,0.926729,0.251521,1.136211,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.160828,5.280709,11.441537,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,479.664429,569.436487,1049.100916,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,50122,185.244.25.235,6667,0.189784,0.0005,0.945229,0.31472,0.218378,0.000007,0.962954,0.343253,0.094892,0.000007,0.945229,0.241309,1.328591,32495,4061.875,457,29200,9501.319611,12670,1810,181,11584,3990.218791,45165,3011,181,29200,7539.164543,8,7,15,0.874891,6.021417,5.26874,11.290157,623,77.875,66,126,19.055429,807,115.285714,66,199,51.654662,1430,95.333333,66,199,42.274763,1.295343,468.917823,607.410407,1076.32823,1,2,0,6,14,0,0,0,2,0,4,0,432,378,810,0.692308,0.467822,0.566434
192.168.1.195,50906,185.244.25.235,6667,0.189852,0.000498,0.967202,0.348784,0.215579,0.000008,0.98269,0.383839,0.094926,0.000008,0.967202,0.263491,1.139214,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.144587,5.266789,11.411376,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,478.40002,567.935436,1046.335456,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,49630,185.244.25.235,6667,0.190016,0.000493,0.952207,0.342289,0.215228,0.000006,0.973943,0.379832,0.095008,0.000006,0.952207,0.259078,1.140199,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.139279,5.262239,11.401518,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,477.986737,567.444806,1045.431543,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,51552,185.244.25.235,6667,0.191141,0.0005,0.959203,0.344778,0.215779,0.000008,1.011174,0.39814,0.09557,0.000008,0.959203,0.261146,1.146946,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.103164,5.231284,11.334448,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,475.174943,564.106767,1039.28171,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,50186,185.244.25.235,6667,0.191308,0.000499,0.943464,0.337386,0.21323,0.000007,0.959702,0.373683,0.095654,0.000007,0.943464,0.256338,1.147948,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.097837,5.226718,11.324555,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,474.760181,563.61438,1038.374561,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,50272,185.244.25.235,6667,0.192266,0.0005,0.922476,0.328451,0.217328,0.000006,0.959701,0.372335,0.096133,0.000006,0.922476,0.250316,1.153693,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.067472,5.20069,11.268162,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,472.396036,560.807771,1033.203807,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,52000,185.244.25.235,6667,0.192351,0.0005,0.967441,0.34815,0.217627,0.000007,0.987684,0.385394,0.096176,0.000007,0.967441,0.263297,1.154207,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,6.06477,5.198374,11.263144,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,472.185665,560.558028,1032.743693,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
192.168.1.195,51994,185.244.25.235,6667,0.196722,0.0005,0.871021,0.304189,0.204484,0.000007,0.955456,0.375886,0.098361,0.000007,0.871021,0.235675,1.180434,32022,4574.571429,457,29200,10053.29063,12489,2081.5,181,11584,4249.647191,44511,3423.923077,181,29200,8018.814966,7,6,13,0.85702,5.930022,5.082876,11.012898,545,77.857143,66,126,20.371048,647,107.833333,66,199,52.193284,1192,91.692308,66,199,41.280252,1.187154,461.694597,548.103494,1009.798091,1,2,0,5,12,0,0,0,2,0,3,0,378,324,702,0.692308,0.5,0.588926
